2019-04-11 07:16:01,0,20.3
2019-04-11 07:26:02,0,20.3
2019-04-11 07:36:02,0,20.2
2019-04-11 07:46:03,0,20.1
2019-04-11 07:56:03,0,20.2
2019-04-11 08:06:04,0,20.2
2019-04-11 08:16:04,0,20.1
2019-04-11 08:26:04,0,20
2019-04-11 08:36:05,0,19.9
2019-04-11 08:46:05,0,19.9
2019-04-11 08:56:06,0,19.9
2019-04-11 09:06:06,0,19.8
2019-04-11 09:16:07,0,19.8
2019-04-11 09:26:07,0,19.8
2019-04-11 09:36:07,0,19.8
2019-04-11 09:46:08,0,19.8
2019-04-11 09:56:08,0,19.8
2019-04-11 10:06:09,0,19.7
2019-04-11 10:16:09,0,19.6
2019-04-11 10:26:10,0,19.6
2019-04-11 10:36:10,0,19.7
2019-04-11 10:46:11,0,19.6
2019-04-11 10:56:11,0,19.5
2019-04-11 11:06:12,0,19.5
2019-04-11 11:16:12,0,19.5
2019-04-11 11:26:12,0,19.6
2019-04-11 11:36:13,0,19.5
2019-04-11 11:46:13,0,19.5
2019-04-11 11:56:14,0,19.5
2019-04-12 12:06:14,0,19.5
2019-04-12 12:16:15,0,19.5
2019-04-12 12:26:15,0,19.5
2019-04-12 12:36:16,0,19.4
2019-04-12 12:46:16,0,19.4
2019-04-12 12:56:16,0,19.4
2019-04-12 01:06:17,0,19.4
2019-04-12 01:16:17,0,19.4
2019-04-12 01:26:18,0,19.4
2019-04-12 01:36:18,0,19.4
2019-04-12 01:46:19,0,19.4
2019-04-12 01:56:19,0,19.4
2019-04-12 02:06:20,0,19.3
2019-04-12 02:16:20,0,19.3
2019-04-12 02:26:21,0,19.3
2019-04-12 02:46:26,0,19.3
2019-04-12 02:56:26,0,19.3
2019-04-12 03:06:27,0,19.3
2019-04-12 03:16:27,0,19.3
2019-04-12 03:26:28,0,19.3
2019-04-12 03:36:28,0,19.3
2019-04-12 03:46:29,0,19.3
2019-04-12 03:56:29,0,19.3
2019-04-12 04:06:29,0,19.4
2019-04-12 04:16:30,0,19.4
2019-04-12 04:26:30,0,19.4
2019-04-12 04:36:31,0,19.3
2019-04-12 04:46:31,0,19.4
2019-04-12 04:56:32,0,19.5
2019-04-12 05:06:32,0,19.5
2019-04-12 05:16:33,0,19.5
2019-04-12 05:26:33,0,19.5
2019-04-12 05:36:34,0,19.6
2019-04-12 05:46:34,0,19.8
2019-04-12 05:56:34,0,19.9
2019-04-12 06:06:35,0,19.9
2019-04-12 06:16:35,0,19.9
2019-04-12 06:26:35,0,20.1
2019-04-12 06:36:36,0,20.2
2019-04-12 06:46:36,0,20.3
2019-04-12 06:56:37,0,20.4
2019-04-12 07:06:37,0,20.5
2019-04-12 07:16:37,0,20.5
2019-04-12 07:26:38,0,20.6
2019-04-12 07:36:38,0,20.7
2019-04-12 07:46:39,0,20.6
2019-04-12 07:56:39,0,20.7
2019-04-12 08:06:39,0,20.8
2019-04-12 08:26:45,0,21.1
2019-04-12 08:36:45,0,21.2
2019-04-12 08:46:46,0,21.4
2019-04-12 08:56:46,0,21.5
2019-04-12 09:06:46,0,21.4
2019-04-12 09:16:47,0,21.6
2019-04-12 09:26:47,0,21.7
2019-04-12 09:36:48,0,21.6
2019-04-12 09:46:48,0,21.7
2019-04-12 09:56:48,0,22.1
2019-04-12 10:06:49,0,22
2019-04-12 10:16:49,0,22
2019-04-12 10:26:49,0,22.4
2019-04-12 10:36:50,0,22.4
2019-04-12 10:46:50,0,22.6
2019-04-12 10:56:51,0,22.9
2019-04-12 11:06:51,0,23
2019-04-12 11:16:51,0,23.1
2019-04-12 11:26:52,0,23
2019-04-12 11:36:52,0,23.2
2019-04-12 11:46:52,0,22.8
2019-04-12 11:56:53,0,22.7
2019-04-12 12:06:53,0,22.8
2019-04-12 12:16:53,0,22.8
2019-04-12 12:26:54,0,22.8
2019-04-12 12:36:54,0,22.7
2019-04-12 12:46:55,0,22.7
2019-04-12 12:56:55,0,22.7
2019-04-12 01:06:55,0,22.8
2019-04-12 01:16:56,0,22.8
2019-04-12 01:26:56,0,22.7
2019-04-12 01:36:56,0,22.8
2019-04-12 01:46:57,0,22.8
2019-04-12 01:56:57,0,22.7
2019-04-12 02:06:57,0,22.7
2019-04-12 02:16:58,0,22.6
2019-04-12 02:26:58,0,22.7
2019-04-12 02:36:58,0,22.6
2019-04-12 02:46:59,0,22.6
2019-04-12 02:56:59,0,22.7
2019-04-12 03:06:59,0,22.6
2019-04-12 03:17:00,0,22.5
2019-04-12 03:27:00,0,22.5
2019-04-12 03:37:00,0,22.5
2019-04-12 03:47:01,0,22.4
2019-04-12 03:57:01,0,22.4
2019-04-12 04:07:02,0,22.4
2019-04-12 04:17:02,0,22.4
2019-04-12 04:27:02,0,22.4
2019-04-12 04:37:03,0,22.3
2019-04-12 04:47:03,0,22.2
2019-04-12 04:57:04,0,22.1
2019-04-12 05:07:04,0,21.9
2019-04-12 05:17:04,0,21.8
2019-04-12 05:27:05,0,21.7
2019-04-12 05:37:05,0,21.6
2019-04-12 05:47:06,0,21.4
2019-04-12 05:57:06,0,21.2
2019-04-12 06:07:10,0,21.3
2019-04-12 06:17:10,0,21.2
2019-04-12 06:27:11,0,21.1
2019-04-12 06:37:11,0,21
2019-04-12 06:47:11,0,20.9
2019-04-12 06:57:12,0,20.8
2019-04-12 07:07:12,0,20.8
2019-04-12 07:17:13,0,20.8
2019-04-12 07:27:13,0,20.7
2019-04-12 07:37:13,0,20.6
2019-04-12 07:47:14,0,20.5
2019-04-12 07:57:14,0,20.5
2019-04-12 08:07:15,0,20.5
2019-04-12 08:17:15,0,20.5
2019-04-12 08:27:16,0,20.4
2019-04-12 08:37:16,0,20.4
2019-04-12 08:47:16,0,20.3
2019-04-12 08:57:17,0,20.3
2019-04-12 09:07:17,0,20.3
2019-04-12 09:17:18,0,20.3
2019-04-12 09:27:18,0,20.4
2019-04-12 09:37:19,0,20.4
2019-04-12 09:47:19,0,20.4
2019-04-12 09:57:20,0,20.2
2019-04-12 10:07:20,0,20.3
2019-04-12 10:17:20,0,20.2
2019-04-12 10:27:21,0,20.2
2019-04-12 10:37:21,0,20.2
2019-04-12 10:47:22,0,20.2
2019-04-12 10:57:22,0,20.2
2019-04-12 11:07:23,0,20.2
2019-04-12 11:17:23,0,20.2
2019-04-12 11:27:23,0,20.2
2019-04-12 11:37:24,0,20.2
2019-04-12 11:47:24,0,20.2
2019-04-12 11:57:25,0,20.2
2019-04-13 12:07:25,0,20.2
2019-04-13 12:17:26,0,20.2
2019-04-13 12:27:26,0,20.2
2019-04-13 12:37:26,0,20.2
2019-04-13 12:47:27,0,20.2
2019-04-13 12:57:27,0,20.2
2019-04-13 01:07:28,0,20.2
2019-04-13 01:17:28,0,20.2
2019-04-13 01:27:29,0,20.2
2019-04-13 01:37:29,0,20.2
2019-04-13 01:47:30,0,20.2
2019-04-13 01:57:30,0,20.1
2019-04-13 02:07:31,0,20.1
2019-04-13 02:17:31,0,20.1
2019-04-13 02:27:31,0,20.1
2019-04-13 02:37:32,0,20.1
2019-04-13 02:47:32,0,20.1
2019-04-13 02:57:33,0,20.1
2019-04-13 03:07:33,0,20.1
2019-04-13 03:17:34,0,20
2019-04-13 03:27:34,0,20.1
2019-04-13 03:37:34,0,20.1
2019-04-13 03:47:35,0,20.1
2019-04-13 03:57:35,0,20.1
2019-04-13 04:07:36,0,20.1
2019-04-13 04:17:36,0,20.1
2019-04-13 04:27:36,0,20.1
2019-04-13 04:37:37,0,20.1
2019-04-13 04:47:37,0,20.1
2019-04-13 04:57:38,0,20.1
2019-04-13 05:07:38,0,20.1
2019-04-13 05:17:39,0,20.1
2019-04-13 05:27:39,0,20.1
2019-04-13 05:37:40,0,20.3
2019-04-13 05:47:40,0,20.3
2019-04-13 05:57:41,0,20.4
2019-04-13 06:07:41,0,20.4
2019-04-13 06:17:42,0,20.6
2019-04-13 06:27:42,0,20.6
2019-04-13 06:37:42,0,20.7
2019-04-13 06:47:43,0,20.9
2019-04-13 06:57:43,0,20.9
2019-04-13 07:07:44,0,21.1
2019-04-13 07:17:44,0,21
2019-04-13 07:27:45,0,21.1
2019-04-13 07:37:45,0,21.2
2019-04-13 07:47:45,0,21.5
2019-04-13 07:57:46,0,21.5
2019-04-13 08:07:46,0,21.6
2019-04-13 08:17:47,0,21.9
2019-04-13 08:27:47,0,22
2019-04-13 08:37:47,0,21.8
2019-04-13 08:47:48,0,21.8
2019-04-13 08:57:48,0,21.9
2019-04-13 09:07:49,0,22
2019-04-13 09:17:49,0,22.1
2019-04-13 09:27:49,0,22
2019-04-13 09:37:50,0,22
2019-04-13 09:47:50,0,22.1
2019-04-13 09:57:50,0,22.1
2019-04-13 10:07:51,0,22.2
2019-04-13 10:17:51,0,22.3
2019-04-13 10:27:52,0,22.4
2019-04-13 10:37:52,0,22.5
2019-04-13 10:47:52,0,22.6
2019-04-13 10:57:53,0,22.6
2019-04-13 11:07:53,0,22.7
2019-04-13 11:17:54,0,22.8
2019-04-13 11:27:54,0,22.7
2019-04-13 11:37:54,0,22.8
2019-04-13 11:47:55,0,22.6
2019-04-13 11:57:55,0,22.7
2019-04-13 12:07:56,0,22.8
2019-04-13 12:17:56,0,22.8
2019-04-13 12:27:57,0,22.8
2019-04-13 12:37:57,0,22.7
2019-04-13 12:47:57,0,22.7
2019-04-13 12:57:58,0,22.6
2019-04-13 01:07:58,0,22.6
2019-04-13 01:17:59,0,22.6
2019-04-13 01:27:59,0,22.6
2019-04-13 01:37:59,0,22.5
2019-04-13 01:48:00,0,22.5
2019-04-13 01:58:00,0,22.6
2019-04-13 02:08:01,0,22.5
2019-04-13 02:18:01,0,22.5
2019-04-13 02:28:01,0,22.6
2019-04-13 02:38:02,0,22.7
2019-04-13 02:48:02,0,22.8
2019-04-13 02:58:02,0,22.8
2019-04-13 03:08:03,0,22.8
2019-04-13 03:18:03,0,22.7
2019-04-13 03:28:03,0,22.7
2019-04-13 03:38:04,0,22.6
2019-04-13 03:48:04,0,22.7
2019-04-13 03:58:05,0,22.7
2019-04-13 04:08:05,0,22.7
2019-04-13 04:18:05,0,22.5
2019-04-13 04:28:06,0,22.3
2019-04-13 04:38:06,0,22.2
2019-04-13 04:48:07,0,22.1
2019-04-13 04:58:07,0,22
2019-04-13 05:08:07,0,21.8
2019-04-13 05:18:08,0,21.7
2019-04-13 05:28:08,0,21.6
2019-04-13 05:38:09,0,21.6
2019-04-13 05:58:14,0,21.4
2019-04-13 06:08:14,0,21.3
2019-04-13 06:18:15,0,21.2
2019-04-13 06:28:16,0,21.2
2019-04-13 06:38:16,0,21.1
2019-04-13 06:48:17,0,21
2019-04-13 06:58:17,0,21
2019-04-13 07:08:18,0,20.9
2019-04-13 07:18:18,0,20.9
2019-04-13 07:28:18,0,20.8
2019-04-13 07:38:19,0,20.8
2019-04-13 07:48:19,0,20.7
2019-04-13 07:58:20,0,20.7
2019-04-13 08:08:20,0,20.7
2019-04-13 08:18:21,0,20.7
2019-04-13 08:28:21,0,20.7
2019-04-13 08:38:22,0,20.6
2019-04-13 08:48:22,0,20.5
2019-04-13 08:58:23,0,20.5
2019-04-13 09:08:23,0,20.5
2019-04-13 09:18:23,0,20.5
2019-04-13 09:38:29,0,20.5
2019-04-13 09:48:29,0,20.5
2019-04-13 09:58:30,0,20.5
2019-04-13 10:08:30,0,20.4
2019-04-13 10:18:31,0,20.4
2019-04-13 10:28:31,0,20.4
2019-04-13 10:38:32,0,20.4
2019-04-13 10:48:32,0,20.4
2019-04-13 10:58:32,0,20.4
2019-04-13 11:08:33,0,20.3
2019-04-13 11:18:33,0,20.3
2019-04-13 11:28:34,0,20.4
2019-04-13 11:38:34,0,20.3
2019-04-13 11:48:35,0,20.3
2019-04-13 11:58:35,0,20.3
2019-04-14 12:08:35,0,20.3
2019-04-14 12:18:36,0,20.3
2019-04-14 12:28:36,0,20.3
2019-04-14 12:38:37,0,20.3
2019-04-14 12:48:37,0,20.3
2019-04-14 12:58:37,0,20.3
2019-04-14 01:08:38,0,20.3
2019-04-14 01:18:38,0,20.3
2019-04-14 01:28:39,0,20.3
2019-04-14 01:38:39,0,20.2
2019-04-14 01:48:40,0,20.2
2019-04-14 01:58:40,0,20.2
2019-04-14 02:08:41,0,20.2
2019-04-14 02:18:41,0,20.2
2019-04-14 02:28:41,0,20.2
2019-04-14 02:38:42,0,20.2
2019-04-14 02:48:42,0,20.2
2019-04-14 02:58:43,0,20.1
2019-04-14 03:08:43,0,20.1
2019-04-14 03:18:44,0,20.2
2019-04-14 03:28:44,0,20.1
2019-04-14 03:38:45,0,20.2
2019-04-14 03:48:45,0,20.2
2019-04-14 03:58:46,0,20.1
2019-04-14 04:08:46,0,20.2
2019-04-14 04:18:46,0,20.2
2019-04-14 04:28:47,0,20.2
2019-04-14 04:38:47,0,20.3
2019-04-14 04:48:48,0,20.2
2019-04-14 04:58:48,0,20.3
2019-04-14 05:08:49,0,20.3
2019-04-14 05:18:49,0,20.4
2019-04-14 05:28:50,0,20.5
2019-04-14 05:38:50,0,20.5
2019-04-14 05:48:50,0,20.6
2019-04-14 05:58:51,0,20.6
2019-04-14 06:08:51,0,20.7
2019-04-14 06:18:52,0,20.7
2019-04-14 06:28:52,0,20.8
2019-04-14 06:38:52,0,20.9
2019-04-14 06:48:53,0,21
2019-04-14 06:58:53,0,21.1
2019-04-14 07:08:54,0,21.1
2019-04-14 07:18:54,0,21.3
2019-04-14 07:28:55,0,21.4
2019-04-14 07:38:55,0,21.5
2019-04-14 07:48:56,0,21.6
2019-04-14 07:58:56,0,21.8
2019-04-14 08:08:57,0,21.8
2019-04-14 08:18:57,0,21.8
2019-04-14 08:28:57,0,21.9
2019-04-14 08:38:58,0,21.9
2019-04-14 08:48:58,0,21.8
2019-04-14 08:58:59,0,22.3
2019-04-14 09:08:59,0,22.4
2019-04-14 09:18:59,0,22.3
2019-04-14 09:29:00,0,22.4
2019-04-14 09:39:00,0,22.4
2019-04-14 09:49:00,0,22.3
2019-04-14 09:59:01,0,22.2
2019-04-14 10:09:01,0,22.3
2019-04-14 10:19:01,0,22.3
2019-04-14 10:29:02,0,22.4
2019-04-14 10:39:02,0,22.4
2019-04-14 10:49:03,0,22.6
2019-04-14 10:59:03,0,22.6
2019-04-14 11:09:07,0,22.7
2019-04-14 11:19:07,0,22.7
2019-04-14 11:29:08,0,22.8
2019-04-14 11:39:08,0,22.9
2019-04-14 11:49:08,0,22.9
2019-04-14 12:09:14,0,23.1
2019-04-14 12:19:14,0,23.1
2019-04-14 12:29:15,0,23.2
2019-04-14 12:39:15,0,23.3
2019-04-14 12:49:15,0,23.4
2019-04-14 12:59:16,0,23.4
2019-04-14 01:09:16,0,23.4
2019-04-14 01:19:16,0,23.5
2019-04-14 01:29:17,0,23.5
2019-04-14 01:39:17,0,23.4
2019-04-14 01:49:17,0,23.5
2019-04-14 01:59:18,0,23.4
2019-04-14 02:09:20,0,23.4
2019-04-14 02:19:20,0,23.3
2019-04-14 02:29:20,0,23.4
2019-04-14 02:39:21,0,23.3
2019-04-14 02:49:21,0,23.2
2019-04-14 02:59:21,0,23.2
2019-04-14 03:09:22,0,23.2
2019-04-14 03:19:22,0,23.2
2019-04-14 03:29:22,0,23.2
2019-04-14 03:39:23,0,23.1
2019-04-14 03:49:23,0,23
2019-04-14 03:59:23,0,23
2019-04-14 04:09:24,0,22.9
2019-04-14 04:19:24,0,22.9
2019-04-14 04:29:24,0,22.8
2019-04-14 04:39:25,0,22.5
2019-04-14 04:49:25,0,22.3
2019-04-14 04:59:26,0,22.2
2019-04-14 05:09:26,0,22.1
2019-04-14 05:19:27,0,22.1
2019-04-14 05:39:32,0,21.9
2019-04-14 05:49:32,0,21.7
2019-04-14 05:59:33,0,21.7
2019-04-14 06:09:33,0,21.5
2019-04-14 06:19:34,0,21.4
2019-04-14 06:29:34,0,21.4
2019-04-14 06:39:35,0,21.3
2019-04-14 06:49:35,0,21.2
2019-04-14 06:59:35,0,21.1
2019-04-14 07:09:36,0,21.1
2019-04-14 07:19:36,0,21.1
2019-04-14 07:29:37,0,21
2019-04-14 07:39:37,0,20.9
2019-04-14 07:49:38,0,20.8
2019-04-14 07:59:38,0,20.8
2019-04-14 08:09:39,0,20.8
2019-04-14 08:19:39,0,20.7
2019-04-14 08:29:39,0,20.7
2019-04-14 08:39:40,0,20.6
2019-04-14 08:49:40,0,20.6
2019-04-14 08:59:41,0,20.5
2019-04-14 09:09:41,0,20.5
2019-04-14 09:19:42,0,20.5
2019-04-14 09:29:42,0,20.5
2019-04-14 09:39:42,0,20.5
2019-04-14 09:49:43,0,20.3
2019-04-14 09:59:43,0,20.4
2019-04-14 10:09:44,0,20.3
2019-04-14 10:19:44,0,20.3
2019-04-14 10:29:45,0,20.3
2019-04-14 10:39:45,0,20.2
2019-04-14 10:49:46,0,20.2
2019-04-14 10:59:46,0,20.2
2019-04-14 11:09:46,0,20.1
2019-04-14 11:19:47,0,20.1
2019-04-14 11:29:47,0,20.1
2019-04-14 11:39:48,0,20.1
2019-04-14 11:59:53,0,20.1
2019-04-15 12:09:54,0,20
2019-04-15 12:19:54,0,20
2019-04-15 12:29:55,0,20
2019-04-15 12:39:55,0,20
2019-04-15 12:49:55,0,20
2019-04-15 12:59:56,0,20
2019-04-15 01:09:56,0,20
2019-04-15 01:19:57,0,20
2019-04-15 01:29:57,0,19.9
2019-04-15 01:39:58,0,19.9
2019-04-15 01:49:58,0,19.9
2019-04-15 01:59:59,0,19.9
2019-04-15 02:09:59,0,19.9
2019-04-15 02:20:00,0,19.9
2019-04-15 02:30:00,0,19.9
2019-04-15 02:40:00,0,19.8
2019-04-15 02:50:01,0,19.8
2019-04-15 03:00:01,0,19.8
2019-04-15 03:10:02,0,19.8
2019-04-15 03:20:02,0,19.8
2019-04-15 03:30:03,0,19.8
2019-04-15 03:40:03,0,19.7
2019-04-15 03:50:04,0,19.7
2019-04-15 04:00:04,0,19.8
2019-04-15 04:10:05,0,19.8
2019-04-15 04:20:05,0,19.8
2019-04-15 04:30:05,0,19.7
2019-04-15 04:40:06,0,19.8
2019-04-15 04:50:06,0,19.9
2019-04-15 05:00:07,0,19.9
2019-04-15 05:10:07,0,19.9
2019-04-15 05:20:08,0,20
2019-04-15 05:30:08,0,20.1
2019-04-15 05:40:09,0,20.2
2019-04-15 05:50:09,0,20.3
2019-04-15 06:00:09,0,20.3
2019-04-15 06:10:10,0,20.3
2019-04-15 06:20:10,0,20.4
2019-04-15 06:30:11,0,20.5
2019-04-15 06:40:11,0,20.7
2019-04-15 06:50:11,0,21
2019-04-15 07:00:12,0,21
2019-04-15 07:10:12,0,21.1
2019-04-15 07:20:12,0,21.2
2019-04-15 07:30:13,0,21.3
2019-04-15 07:40:13,0,21.4
2019-04-15 07:50:13,0,21.6
2019-04-15 08:00:14,0,21.7
2019-04-15 08:10:14,0,22.2
2019-04-15 08:20:15,0,22.2
2019-04-15 08:30:15,0,22.2
2019-04-15 08:40:15,0,22.1
2019-04-15 08:50:16,0,22.2
2019-04-15 09:00:16,0,22.3
2019-04-15 09:10:16,0,22.4
2019-04-15 09:20:17,0,22.2
2019-04-15 09:30:17,0,22.4
2019-04-15 09:40:18,0,22.5
2019-04-15 09:50:18,0,22.4
2019-04-15 10:00:18,0,22.5
2019-04-15 10:10:19,0,22.6
2019-04-15 10:20:19,0,22.7
2019-04-15 10:30:19,0,22.6
2019-04-15 10:40:20,0,22.7
2019-04-15 10:50:20,0,22.8
2019-04-15 11:00:21,0,22.8
2019-04-15 11:10:21,0,23
2019-04-15 11:20:22,0,23.1
2019-04-15 11:30:22,0,23
2019-04-15 11:40:22,0,23
2019-04-15 11:50:23,0,23.1
2019-04-15 12:00:23,0,23.1
2019-04-15 12:10:23,0,23.1
2019-04-15 12:20:24,0,23.2
2019-04-15 12:30:24,0,23.2
2019-04-15 12:40:25,0,23.3
2019-04-15 12:50:25,0,23.3
2019-04-15 01:00:25,0,23.3
2019-04-15 01:10:26,0,23.2
2019-04-15 01:20:26,0,23.4
2019-04-15 01:30:27,0,23.3
2019-04-15 01:40:27,0,23.4
2019-04-15 01:50:27,0,23.3
2019-04-15 02:00:28,0,23.4
2019-04-15 02:10:28,0,23.2
2019-04-15 02:20:28,0,23.3
2019-04-15 02:30:29,0,23.4
2019-04-15 02:40:29,0,23.4
2019-04-15 02:50:29,0,23.4
2019-04-15 03:00:30,0,23.3
2019-04-15 03:10:30,0,23.3
2019-04-15 03:20:30,0,23.2
2019-04-15 03:30:31,0,23.3
2019-04-15 03:40:31,0,23.2
2019-04-15 03:50:31,0,23.3
2019-04-15 04:10:37,0,23.2
2019-04-15 04:20:37,0,23
2019-04-15 04:30:38,0,23
2019-04-15 04:40:38,0,23
2019-04-15 04:50:38,0,22.9
2019-04-15 05:00:39,0,22.8
2019-04-15 05:10:39,0,22.8
2019-04-15 05:20:39,0,22.7
2019-04-15 05:30:40,0,22.6
2019-04-15 05:40:40,0,22.4
2019-04-15 05:50:40,0,22.4
2019-04-15 06:00:41,0,22.2
2019-04-15 06:10:41,0,22.1
2019-04-15 06:20:41,0,22
2019-04-15 06:30:42,0,21.9
2019-04-15 06:40:42,0,21.9
2019-04-15 06:50:42,0,21.6
2019-04-15 07:00:43,0,21.4
2019-04-15 07:10:43,0,21.3
2019-04-15 07:20:44,0,21.2
2019-04-15 07:30:44,0,21.1
2019-04-15 07:40:44,0,21.1
2019-04-15 07:50:45,0,21
2019-04-15 08:00:45,0,20.9
2019-04-15 08:10:46,0,20.8
2019-04-15 08:20:46,0,20.8
2019-04-15 08:30:46,0,20.8
2019-04-15 08:40:47,0,20.6
2019-04-15 08:50:47,0,20.7
2019-04-15 09:00:48,0,20.6
2019-04-15 09:10:48,0,20.6
2019-04-15 09:20:49,0,20.5
2019-04-15 09:30:49,0,20.5
2019-04-15 09:40:50,0,20.5
2019-04-15 09:50:50,0,20.5
2019-04-15 10:00:50,0,20.4
2019-04-15 10:10:51,0,20.4
2019-04-15 10:20:51,0,20.5
2019-04-15 10:30:52,0,20.4
2019-04-15 10:40:52,0,20.4
2019-04-15 10:50:52,0,20.4
2019-04-15 11:00:53,0,20.3
2019-04-15 11:10:53,0,20.4
2019-04-15 11:20:53,0,20.3
2019-04-15 11:30:54,0,20.3
2019-04-15 11:40:54,0,20.3
2019-04-15 11:50:54,0,20.2
2019-04-16 12:00:55,0,20.3
2019-04-16 12:10:55,0,20.2
2019-04-16 12:20:55,0,20.2
2019-04-16 12:30:56,0,20.1
2019-04-16 12:40:56,0,20.3
2019-04-16 12:50:56,0,20.3
2019-04-16 01:00:57,0,20.2
2019-04-16 01:10:57,0,20.2
2019-04-16 01:20:58,0,20.1
2019-04-16 01:30:58,0,20.1
2019-04-16 01:40:58,0,20.2
2019-04-16 01:50:59,0,20.2
2019-04-16 02:00:59,0,20.1
2019-04-16 02:11:00,0,20.1
2019-04-16 02:21:00,0,20.2
2019-04-16 02:31:00,0,20.1
2019-04-16 02:41:01,0,20.3
2019-04-16 02:51:01,0,20.1
2019-04-16 03:01:01,0,20.1
2019-04-16 03:11:02,0,20
2019-04-16 03:21:02,0,20.1
2019-04-16 03:31:03,0,20.1
2019-04-16 03:41:03,0,20.1
2019-04-16 03:51:03,0,20
2019-04-16 04:01:04,0,20.1
2019-04-16 04:11:04,0,20.1
2019-04-16 04:21:05,0,20
2019-04-16 04:31:05,0,20
2019-04-16 04:41:05,0,20.2
2019-04-16 04:51:06,0,20.3
2019-04-16 05:01:06,0,20.3
2019-04-16 05:11:06,0,20.4
2019-04-16 05:21:07,0,20.3
2019-04-16 05:31:07,0,20.4
2019-04-16 05:41:08,0,20.6
2019-04-16 05:51:08,0,20.6
2019-04-16 06:01:08,0,20.7
2019-04-16 06:11:09,0,20.7
2019-04-16 06:21:09,0,20.9
2019-04-16 06:31:09,0,20.9
2019-04-16 06:41:10,0,20.9
2019-04-16 06:51:10,0,21.1
2019-04-16 07:01:10,0,21.2
2019-04-16 07:11:11,0,21.2
2019-04-16 07:21:11,0,21.3
2019-04-16 07:31:12,0,21.4
2019-04-16 07:41:12,0,21.6
2019-04-16 07:51:12,0,21.7
2019-04-16 08:01:12,0,21.8
2019-04-16 08:11:13,0,22
2019-04-16 08:21:13,0,22
2019-04-16 08:31:13,0,22.1
2019-04-16 08:41:14,0,22.2
2019-04-16 08:51:14,0,22.1
2019-04-16 09:01:15,0,22.3
2019-04-16 09:11:15,0,22.3
2019-04-16 09:21:15,0,22.3
2019-04-16 09:31:16,0,22.5
2019-04-16 09:41:16,0,22.6
2019-04-16 09:51:16,0,22.6
2019-04-16 10:01:17,0,22.6
2019-04-16 10:11:17,0,22.6
2019-04-16 10:21:18,0,22.7
2019-04-16 10:31:18,0,22.8
2019-04-16 10:41:18,0,22.8
2019-04-16 10:51:19,0,22.9
2019-04-16 11:01:19,0,23
2019-04-16 11:11:20,0,23
2019-04-16 11:21:20,0,23
2019-04-16 11:31:20,0,23.1
2019-04-16 11:41:21,0,23.2
2019-04-16 11:51:21,0,23.3
2019-04-16 12:01:21,0,23.3
2019-04-16 12:11:22,0,23.3
2019-04-16 12:21:22,0,23.4
2019-04-16 12:31:23,0,23.4
2019-04-16 12:41:23,0,23.5
2019-04-16 12:51:23,0,23.5
2019-04-16 01:01:24,0,23.6
2019-04-16 01:11:24,0,23.5
2019-04-16 01:21:24,0,23.6
2019-04-16 01:31:25,0,23.6
2019-04-16 01:41:25,0,23.5
2019-04-16 01:51:25,0,23.5
2019-04-16 02:01:26,0,23.7
2019-04-16 02:11:26,0,23.6
2019-04-16 02:21:27,0,23.7
2019-04-16 02:31:27,0,23.7
2019-04-16 02:41:27,0,23.7
2019-04-16 02:51:27,0,23.7
2019-04-16 03:01:28,0,23.7
2019-04-16 03:11:28,0,23.6
2019-04-16 03:21:28,0,23.6
2019-04-16 03:31:29,0,23.6
2019-04-16 03:41:29,0,23.7
2019-04-16 03:51:29,0,23.6
2019-04-16 04:01:30,0,23.7
2019-04-16 04:11:30,0,23.7
2019-04-16 04:21:30,0,23.7
2019-04-16 04:31:31,0,23.6
2019-04-16 04:41:31,0,23.6
2019-04-16 04:51:32,0,23.6
2019-04-16 05:01:32,0,23.6
2019-04-16 05:11:32,0,23.6
2019-04-16 05:21:33,0,23.6
2019-04-16 05:31:33,0,23.6
2019-04-16 05:41:33,0,23.5
2019-04-16 05:51:33,0,23.5
2019-04-16 06:01:34,0,23.4
2019-04-16 06:11:34,0,23.3
2019-04-16 06:21:35,0,23.3
2019-04-16 06:31:35,0,23.2
2019-04-16 06:41:36,0,22.9
2019-04-16 06:51:36,0,22.8
2019-04-16 07:01:36,0,22.7
2019-04-16 07:11:37,0,22.6
2019-04-16 07:21:37,0,22.5
2019-04-16 07:31:38,0,22.3
2019-04-16 07:41:38,0,22.3
2019-04-16 07:51:38,0,22.1
2019-04-16 08:01:39,0,22
2019-04-16 08:11:39,0,21.8
2019-04-16 08:21:40,0,21.7
2019-04-16 08:31:40,0,21.6
2019-04-16 08:41:41,0,21.6
2019-04-16 08:51:41,0,21.5
2019-04-16 09:01:42,0,21.4
2019-04-16 09:11:42,0,21.3
2019-04-16 09:21:42,0,21.3
2019-04-16 09:31:43,0,21.2
2019-04-16 09:41:43,0,21.2
2019-04-16 09:51:44,0,21.1
2019-04-16 10:01:44,0,21.1
2019-04-16 10:21:45,0,21
2019-04-16 10:31:45,0,21
2019-04-16 10:41:46,0,20.9
2019-04-16 10:51:46,0,20.8
2019-04-16 11:01:47,0,20.9
2019-04-16 11:11:47,0,20.8
2019-04-16 11:21:48,0,20.8
2019-04-16 11:31:48,0,20.8
2019-04-16 11:41:49,0,20.8
2019-04-16 11:51:49,0,20.8
2019-04-17 12:01:49,0,20.7
2019-04-17 12:11:50,0,20.8
2019-04-17 12:21:51,0,20.7
